Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
5,Dokter nya ramah dan respon nya cepet,Dokter nya ramah dan respon nya cepet,dokter nya ramah dan respon nya cepet,dokter ya ramah dan respon ya cepat,"['dokter', 'ya', 'ramah', 'dan', 'respon', 'ya', 'cepat']","['dokter', 'ya', 'ramah', 'respon', 'ya', 'cepat']",dokter ya ramah respon ya cepat
5,"Sangaat membantu banget terutama jika sakitnya saat malam hari dan jauh darimana2, bisa segera konsul dan dapat info obat atau penanganan segera saat urgensi , sejak covid kemaren saya sangat mengandalkan telekonsul halo doc utk konsul saat keluarga atau dirisaya ada yg sakit",Sangaat membantu banget terutama jika sakitnya saat malam hari dan jauh darimana bisa segera konsul dan dapat info obat atau penanganan segera saat urgensi  sejak covid kemaren saya sangat mengandalkan telekonsul halo doc utk konsul saat keluarga atau dirisaya ada yg sakit,sangaat membantu banget terutama jika sakitnya saat malam hari dan jauh darimana bisa segera konsul dan dapat info obat atau penanganan segera saat urgensi  sejak covid kemaren saya sangat mengandalkan telekonsul halo doc utk konsul saat keluarga atau dirisaya ada yg sakit,sangaat membantu banget terutama jika sakitnya saat malam hari dan jauh darimana bisa segera konsultasi dan dapat info obat atau penanganan segera saat urgensi sejak covid kemarin saya sangat mengandalkan telekonsul halo doc untuk konsultasi saat keluarga atau dirisaya ada yang sakit,"['sangaat', 'membantu', 'banget', 'terutama', 'jika', 'sakitnya', 'saat', 'malam', 'hari', 'dan', 'jauh', 'darimana', 'bisa', 'segera', 'konsultasi', 'dan', 'dapat', 'info', 'obat', 'atau', 'penanganan', 'segera', 'saat', 'urgensi', 'sejak', 'covid', 'kemarin', 'saya', 'sangat', 'mengandalkan', 'telekonsul', 'halo', 'doc', 'untuk', 'konsultasi', 'saat', 'keluarga', 'atau', 'dirisaya', 'ada', 'yang', 'sakit']","['sangaat', 'membantu', 'banget', 'sakitnya', 'malam', 'darimana', 'konsultasi', 'info', 'obat', 'penanganan', 'urgensi', 'covid', 'kemarin', 'mengandalkan', 'telekonsul', 'halo', 'doc', 'konsultasi', 'keluarga', 'dirisaya', 'sakit']",sangaat bantu banget sakit malam darimana konsultasi info obat tangan urgensi covid kemarin andal telekonsul halo doc konsultasi keluarga dirisaya sakit
5,Good 😇🙏,Good ,good ,good,['good'],['good'],good
1,Pop up maksa nya tolong diilangin,Pop up maksa nya tolong diilangin,pop up maksa nya tolong diilangin,pop up maksa ya tolong diilangin,"['pop', 'up', 'maksa', 'ya', 'tolong', 'diilangin']","['pop', 'up', 'maksa', 'ya', 'tolong', 'diilangin']",pop up maksa ya tolong diilangin
5,Pelayanan ok,Pelayanan ok,pelayanan ok,pelayanan ok,"['pelayanan', 'ok']","['pelayanan', 'ok']",layan ok
5,Cepat tepat,Cepat tepat,cepat tepat,cepat tepat,"['cepat', 'tepat']",['cepat'],cepat
5,"Dokternya ramah""",Dokternya ramah,dokternya ramah,dokternya ramah,"['dokternya', 'ramah']","['dokternya', 'ramah']",dokter ramah
5,"Aplikasi ini sangat membantu banget,dokternya jg cepat tanggap,ok pokokny.",Aplikasi ini sangat membantu bangetdokternya jg cepat tanggapok pokokny,aplikasi ini sangat membantu bangetdokternya jg cepat tanggapok pokokny,aplikasi ini sangat membantu bangetdokternya juga cepat tanggapok pokokny,"['aplikasi', 'ini', 'sangat', 'membantu', 'bangetdokternya', 'juga', 'cepat', 'tanggapok', 'pokokny']","['aplikasi', 'membantu', 'bangetdokternya', 'cepat', 'tanggapok', 'pokokny']",aplikasi bantu bangetdokternya cepat tanggapok pokokny
5,Halodoc sangat membantu jika mau berkonsultasi dengan dokter kapanpun dimanapun dan juga bisa pesan obat dengan mudah. Terimakasih halodoc,Halodoc sangat membantu jika mau berkonsultasi dengan dokter kapanpun dimanapun dan juga bisa pesan obat dengan mudah Terimakasih halodoc,halodoc sangat membantu jika mau berkonsultasi dengan dokter kapanpun dimanapun dan juga bisa pesan obat dengan mudah terimakasih halodoc,halodoc sangat membantu jika mau berkonsultasi dengan dokter kapanpun dimanapun dan juga bisa pesan obat dengan mudah terimakasih halodoc,"['halodoc', 'sangat', 'membantu', 'jika', 'mau', 'berkonsultasi', 'dengan', 'dokter', 'kapanpun', 'dimanapun', 'dan', 'juga', 'bisa', 'pesan', 'obat', 'dengan', 'mudah', 'terimakasih', 'halodoc']","['halodoc', 'membantu', 'berkonsultasi', 'dokter', 'dimanapun', 'pesan', 'obat', 'mudah', 'terimakasih', 'halodoc']",halodoc bantu konsultasi dokter mana pesan obat mudah terimakasih halodoc
5,Penjelasan dari dokter jelas dan mudah di mengerti,Penjelasan dari dokter jelas dan mudah di mengerti,penjelasan dari dokter jelas dan mudah di mengerti,penjelasan dari dokter jelas dan mudah di mengerti,"['penjelasan', 'dari', 'dokter', 'jelas', 'dan', 'mudah', 'di', 'mengerti']","['penjelasan', 'dokter', 'mudah', 'mengerti']",jelas dokter mudah erti
4,Ngerating aj,Ngerating aj,ngerating aj,ngerating saja,"['ngerating', 'saja']",['ngerating'],ngerating
5,"Good job lah, banyakin vouchernya ya",Good job lah banyakin vouchernya ya,good job lah banyakin vouchernya ya,good job lah membanyaki vouchernya ya,"['good', 'job', 'lah', 'membanyaki', 'vouchernya', 'ya']","['good', 'job', 'membanyaki', 'vouchernya', 'ya']",good job banyak vouchernya ya
5,Sangat membantu buat IRT yg g ad waktu keluar rumah dan jauh dari kota 👍👍,Sangat membantu buat IRT yg g ad waktu keluar rumah dan jauh dari kota ,sangat membantu buat irt yg g ad waktu keluar rumah dan jauh dari kota ,sangat membantu buat irt yang tidak ada waktu keluar rumah dan jauh dari kota,"['sangat', 'membantu', 'buat', 'irt', 'yang', 'tidak', 'ada', 'waktu', 'keluar', 'rumah', 'dan', 'jauh', 'dari', 'kota']","['membantu', 'irt', 'rumah', 'kota']",bantu irt rumah kota
5,cukupp baikk,cukupp baikk,cukupp baikk,cukupp baik,"['cukupp', 'baik']",['cukupp'],cukupp
5,"Alhamdulillah,pengirimannya cepat",Alhamdulillahpengirimannya cepat,alhamdulillahpengirimannya cepat,alhamdulillahpengirimannya cepat,"['alhamdulillahpengirimannya', 'cepat']","['alhamdulillahpengirimannya', 'cepat']",alhamdulillahpengirimannya cepat
1,Ini app penipuan atau gimn?? Atau nunggu firal di tiktok dl kali ya baru di benarin pelayananya kita bayar biaya chat itu ga serapa sih dan berharap bisa konsultasi dengan dokter yg kita byr setelah bayar dokternya ilang begitu muncul sibuk mau chat dgn yg lain hrs byr lagi kayanya niat banget ya...,Ini app penipuan atau gimn Atau nunggu firal di tiktok dl kali ya baru di benarin pelayananya kita bayar biaya chat itu ga serapa sih dan berharap bisa konsultasi dengan dokter yg kita byr setelah bayar dokternya ilang begitu muncul sibuk mau chat dgn yg lain hrs byr lagi kayanya niat banget ya,ini app penipuan atau gimn atau nunggu firal di tiktok dl kali ya baru di benarin pelayananya kita bayar biaya chat itu ga serapa sih dan berharap bisa konsultasi dengan dokter yg kita byr setelah bayar dokternya ilang begitu muncul sibuk mau chat dgn yg lain hrs byr lagi kayanya niat banget ya,ini app penipuan atau bagaimana atau menunggu firal di tiktok dulu kali ya baru di membenarkan pelayananya kita bayar biaya chat itu tidak serapa sih dan berharap bisa konsultasi dengan dokter yang kita byr setelah bayar dokternya hilang begitu muncul sibuk mau chat dengan yang lain harus byr lagi kayanya niat banget ya,"['ini', 'app', 'penipuan', 'atau', 'bagaimana', 'atau', 'menunggu', 'firal', 'di', 'tiktok', 'dulu', 'kali', 'ya', 'baru', 'di', 'membenarkan', 'pelayananya', 'kita', 'bayar', 'biaya', 'chat', 'itu', 'tidak', 'serapa', 'sih', 'dan', 'berharap', 'bisa', 'konsultasi', 'dengan', 'dokter', 'yang', 'kita', 'byr', 'setelah', 'bayar', 'dokternya', 'hilang', 'begitu', 'muncul', 'sibuk', 'mau', 'chat', 'dengan', 'yang', 'lain', 'harus', 'byr', 'lagi', 'kayanya', 'niat', 'banget', 'ya']","['app', 'penipuan', 'menunggu', 'firal', 'tiktok', 'kali', 'ya', 'membenarkan', 'pelayananya', 'bayar', 'biaya', 'chat', 'serapa', 'sih', 'berharap', 'konsultasi', 'dokter', 'byr', 'bayar', 'dokternya', 'hilang', 'muncul', 'sibuk', 'chat', 'byr', 'kayanya', 'niat', 'banget', 'ya']",app tipu tunggu firal tiktok kali ya benar pelayananya bayar biaya chat serapa sih harap konsultasi dokter byr bayar dokter hilang muncul sibuk chat byr kaya niat banget ya
5,Enak ya kalau gini bisa konsul kapan saja. Dokter nya ramah juga,Enak ya kalau gini bisa konsul kapan saja Dokter nya ramah juga,enak ya kalau gini bisa konsul kapan saja dokter nya ramah juga,enak ya kalau begini bisa konsultasi kapan saja dokter ya ramah juga,"['enak', 'ya', 'kalau', 'begini', 'bisa', 'konsultasi', 'kapan', 'saja', 'dokter', 'ya', 'ramah', 'juga']","['enak', 'ya', 'konsultasi', 'dokter', 'ya', 'ramah']",enak ya konsultasi dokter ya ramah
5,dokter pengalaman,dokter pengalaman,dokter pengalaman,dokter pengalaman,"['dokter', 'pengalaman']","['dokter', 'pengalaman']",dokter alam
5,membantu sekali disaat darurat,membantu sekali disaat darurat,membantu sekali disaat darurat,membantu sekali disaat darurat,"['membantu', 'sekali', 'disaat', 'darurat']","['membantu', 'disaat', 'darurat']",bantu saat darurat
5,Oke banget dokter yang bagus,Oke banget dokter yang bagus,oke banget dokter yang bagus,oke banget dokter yang bagus,"['oke', 'banget', 'dokter', 'yang', 'bagus']","['oke', 'banget', 'dokter', 'bagus']",oke banget dokter bagus
1,"Sangat buruk, saya sdh konsul online tdk dapat resep online Harus mengajukan lagi, pas obat sdh saya bayar.. Keterangan barang diantar besok padahal keterangan barang bisa diantar 1 jam dari pemesanan",Sangat buruk saya sdh konsul online tdk dapat resep online Harus mengajukan lagi pas obat sdh saya bayar Keterangan barang diantar besok padahal keterangan barang bisa diantar  jam dari pemesanan,sangat buruk saya sdh konsul online tdk dapat resep online harus mengajukan lagi pas obat sdh saya bayar keterangan barang diantar besok padahal keterangan barang bisa diantar  jam dari pemesanan,sangat buruk saya sudah konsultasi online tidak dapat resep online harus mengajukan lagi pas obat sudah saya bayar keterangan barang diantar besok padahal keterangan barang bisa diantar jam dari pemesanan,"['sangat', 'buruk', 'saya', 'sudah', 'konsultasi', 'online', 'tidak', 'dapat', 'resep', 'online', 'harus', 'mengajukan', 'lagi', 'pas', 'obat', 'sudah', 'saya', 'bayar', 'keterangan', 'barang', 'diantar', 'besok', 'padahal', 'keterangan', 'barang', 'bisa', 'diantar', 'jam', 'dari', 'pemesanan']","['buruk', 'konsultasi', 'online', 'resep', 'online', 'mengajukan', 'pas', 'obat', 'bayar', 'keterangan', 'barang', 'diantar', 'besok', 'keterangan', 'barang', 'diantar', 'jam', 'pemesanan']",buruk konsultasi online resep online aju pas obat bayar terang barang antar besok terang barang antar jam mesan
1,"Aplikasi ga jelas, saya sambungin asuransi ga bisa, saya bayar pake gopay ga bisa juga.. mengecewakan",Aplikasi ga jelas saya sambungin asuransi ga bisa saya bayar pake gopay ga bisa juga mengecewakan,aplikasi ga jelas saya sambungin asuransi ga bisa saya bayar pake gopay ga bisa juga mengecewakan,aplikasi tidak jelas saya sambungin asuransi tidak bisa saya bayar pakai gopay tidak bisa juga mengecewakan,"['aplikasi', 'tidak', 'jelas', 'saya', 'sambungin', 'asuransi', 'tidak', 'bisa', 'saya', 'bayar', 'pakai', 'gopay', 'tidak', 'bisa', 'juga', 'mengecewakan']","['aplikasi', 'sambungin', 'asuransi', 'bayar', 'pakai', 'gopay', 'mengecewakan']",aplikasi sambungin asuransi bayar pakai gopay kecewa
4,Sayang udah bayar dana udah ke potong nggak bisa konsul,Sayang udah bayar dana udah ke potong nggak bisa konsul,sayang udah bayar dana udah ke potong nggak bisa konsul,sayang sudah bayar dana sudah ke potong tidak bisa konsultasi,"['sayang', 'sudah', 'bayar', 'dana', 'sudah', 'ke', 'potong', 'tidak', 'bisa', 'konsultasi']","['sayang', 'bayar', 'dana', 'potong', 'konsultasi']",sayang bayar dana potong konsultasi
1,Ga bisa di download,Ga bisa di download,ga bisa di download,tidak bisa di download,"['tidak', 'bisa', 'di', 'download']",['download'],download
5,dokternya baik,dokternya baik,dokternya baik,dokternya baik,"['dokternya', 'baik']",['dokternya'],dokter
5,Mantap mempermudah pembelian obat ga harus kesana kemari.pesan 1 jam obat datang..makasih halodoc,Mantap mempermudah pembelian obat ga harus kesana kemaripesan  jam obat datangmakasih halodoc,mantap mempermudah pembelian obat ga harus kesana kemaripesan  jam obat datangmakasih halodoc,mantap mempermudah pembelian obat tidak harus kesana kemaripesan jam obat datangmakasih halodoc,"['mantap', 'mempermudah', 'pembelian', 'obat', 'tidak', 'harus', 'kesana', 'kemaripesan', 'jam', 'obat', 'datangmakasih', 'halodoc']","['mantap', 'mempermudah', 'pembelian', 'obat', 'kesana', 'kemaripesan', 'jam', 'obat', 'datangmakasih', 'halodoc']",mantap mudah beli obat kesana kemaripesan jam obat datangmakasih halodoc
5,"Good pelayanan memuaskan, dokternya sangat ramah",Good pelayanan memuaskan dokternya sangat ramah,good pelayanan memuaskan dokternya sangat ramah,good pelayanan memuaskan dokternya sangat ramah,"['good', 'pelayanan', 'memuaskan', 'dokternya', 'sangat', 'ramah']","['good', 'pelayanan', 'memuaskan', 'dokternya', 'ramah']",good layan muas dokter ramah
5,"Sangat membantu sekalii, terbaiikk ini",Sangat membantu sekalii terbaiikk ini,sangat membantu sekalii terbaiikk ini,sangat membantu sekali terbaiikk ini,"['sangat', 'membantu', 'sekali', 'terbaiikk', 'ini']","['membantu', 'terbaiikk']",bantu terbaiikk
5,Terimakasih.sangat.bermanfaat,Terimakasihsangatbermanfaat,terimakasihsangatbermanfaat,terimakasihsangatbermanfaat,['terimakasihsangatbermanfaat'],['terimakasihsangatbermanfaat'],terimakasihsangatbermanfaat
5,pelayanan cepat,pelayanan cepat,pelayanan cepat,pelayanan cepat,"['pelayanan', 'cepat']","['pelayanan', 'cepat']",layan cepat
5,"Respon cepat,mudah, pengiriman obat pun instant",Respon cepatmudah pengiriman obat pun instant,respon cepatmudah pengiriman obat pun instant,respon cepatmudah pengiriman obat pun instant,"['respon', 'cepatmudah', 'pengiriman', 'obat', 'pun', 'instant']","['respon', 'cepatmudah', 'pengiriman', 'obat', 'instant']",respon cepatmudah kirim obat instant
2,"Padahal dulu konsultasi chat gratis, skrg malah berbayar. Mahal lagi!",Padahal dulu konsultasi chat gratis skrg malah berbayar Mahal lagi,padahal dulu konsultasi chat gratis skrg malah berbayar mahal lagi,padahal dulu konsultasi chat gratis sekarang malah berbayar mahal lagi,"['padahal', 'dulu', 'konsultasi', 'chat', 'gratis', 'sekarang', 'malah', 'berbayar', 'mahal', 'lagi']","['konsultasi', 'chat', 'gratis', 'berbayar', 'mahal']",konsultasi chat gratis bayar mahal
5,Beli obat jadi mudah.. terima kasih halodoc,Beli obat jadi mudah terima kasih halodoc,beli obat jadi mudah terima kasih halodoc,beli obat jadi mudah terima kasih halodoc,"['beli', 'obat', 'jadi', 'mudah', 'terima', 'kasih', 'halodoc']","['beli', 'obat', 'mudah', 'terima', 'kasih', 'halodoc']",beli obat mudah terima kasih halodoc
5,Besttt,Besttt,besttt,besttt,['besttt'],['besttt'],besttt
5,Suka dengan aplikasinya sangat membantu meskipun agak lama respon dokternya,Suka dengan aplikasinya sangat membantu meskipun agak lama respon dokternya,suka dengan aplikasinya sangat membantu meskipun agak lama respon dokternya,suka dengan aplikasinya sangat membantu meskipun agak lama respon dokternya,"['suka', 'dengan', 'aplikasinya', 'sangat', 'membantu', 'meskipun', 'agak', 'lama', 'respon', 'dokternya']","['suka', 'aplikasinya', 'membantu', 'respon', 'dokternya']",suka aplikasi bantu respon dokter
5,"Pada mahal"" konsultasi ke dokternya :(",Pada mahal konsultasi ke dokternya ,pada mahal konsultasi ke dokternya ,pada mahal konsultasi ke dokternya,"['pada', 'mahal', 'konsultasi', 'ke', 'dokternya']","['mahal', 'konsultasi', 'dokternya']",mahal konsultasi dokter
5,Sangat berguna disaat urgentsi,Sangat berguna disaat urgentsi,sangat berguna disaat urgentsi,sangat berguna disaat urgentsi,"['sangat', 'berguna', 'disaat', 'urgentsi']","['berguna', 'disaat', 'urgentsi']",guna saat urgentsi
5,Terima kasih halodoc dan Dr.corry.. aplikasi ini sangat bermanfaat untuk kesehatan terutama saya & keluarga yang tinggalnya di daerah pedesaan Bantul Yogyakarta. Terima kasih banyak dokter..,Terima kasih halodoc dan Drcorry aplikasi ini sangat bermanfaat untuk kesehatan terutama saya  keluarga yang tinggalnya di daerah pedesaan Bantul Yogyakarta Terima kasih banyak dokter,terima kasih halodoc dan drcorry aplikasi ini sangat bermanfaat untuk kesehatan terutama saya  keluarga yang tinggalnya di daerah pedesaan bantul yogyakarta terima kasih banyak dokter,terima kasih halodoc dan drcorry aplikasi ini sangat bermanfaat untuk kesehatan terutama saya keluarga yang tinggalnya di daerah pedesaan bantul yogyakarta terima kasih banyak dokter,"['terima', 'kasih', 'halodoc', 'dan', 'drcorry', 'aplikasi', 'ini', 'sangat', 'bermanfaat', 'untuk', 'kesehatan', 'terutama', 'saya', 'keluarga', 'yang', 'tinggalnya', 'di', 'daerah', 'pedesaan', 'bantul', 'yogyakarta', 'terima', 'kasih', 'banyak', 'dokter']","['terima', 'kasih', 'halodoc', 'drcorry', 'aplikasi', 'bermanfaat', 'kesehatan', 'keluarga', 'tinggalnya', 'daerah', 'pedesaan', 'bantul', 'yogyakarta', 'terima', 'kasih', 'dokter']",terima kasih halodoc drcorry aplikasi manfaat sehat keluarga tinggal daerah desa bantul yogyakarta terima kasih dokter
5,Tidak harus repot untuk membeli obat,Tidak harus repot untuk membeli obat,tidak harus repot untuk membeli obat,tidak harus repot untuk membeli obat,"['tidak', 'harus', 'repot', 'untuk', 'membeli', 'obat']","['repot', 'membeli', 'obat']",repot beli obat
5,Docter baik banget,Docter baik banget,docter baik banget,docter baik banget,"['docter', 'baik', 'banget']","['docter', 'banget']",docter banget
5,"Masih dalam wilayah RI, pelayanan the best. Semoga apilkasi ini di berkahi dan sukses selalu..",Masih dalam wilayah RI pelayanan the best Semoga apilkasi ini di berkahi dan sukses selalu,masih dalam wilayah ri pelayanan the best semoga apilkasi ini di berkahi dan sukses selalu,masih dalam wilayah ri pelayanan the best semoga apilkasi ini di berkahi dan sukses selalu,"['masih', 'dalam', 'wilayah', 'ri', 'pelayanan', 'the', 'best', 'semoga', 'apilkasi', 'ini', 'di', 'berkahi', 'dan', 'sukses', 'selalu']","['wilayah', 'ri', 'pelayanan', 'the', 'best', 'semoga', 'apilkasi', 'berkahi', 'sukses']",wilayah ri layan the best moga apilkasi berkah sukses
5,"Cukup jelas untuk menerangkan segalanya ,puas chat disini ga perlu lagi ke dokter",Cukup jelas untuk menerangkan segalanya puas chat disini ga perlu lagi ke dokter,cukup jelas untuk menerangkan segalanya puas chat disini ga perlu lagi ke dokter,cukup jelas untuk menerangkan segalanya puas chat disini tidak perlu lagi ke dokter,"['cukup', 'jelas', 'untuk', 'menerangkan', 'segalanya', 'puas', 'chat', 'disini', 'tidak', 'perlu', 'lagi', 'ke', 'dokter']","['menerangkan', 'puas', 'chat', 'dokter']",terang puas chat dokter
5,Sangat bagus dan puas☺️😍,Sangat bagus dan puas,sangat bagus dan puas,sangat bagus dan puas,"['sangat', 'bagus', 'dan', 'puas']","['bagus', 'puas']",bagus puas
5,Sangat membantu..tudak perlu jauh2 datang ke rumah dokter..,Sangat membantutudak perlu jauh datang ke rumah dokter,sangat membantutudak perlu jauh datang ke rumah dokter,sangat membantutudak perlu jauh datang ke rumah dokter,"['sangat', 'membantutudak', 'perlu', 'jauh', 'datang', 'ke', 'rumah', 'dokter']","['membantutudak', 'rumah', 'dokter']",membantutudak rumah dokter
5,"bagus, puas",bagus puas,bagus puas,bagus puas,"['bagus', 'puas']","['bagus', 'puas']",bagus puas
1,"Makin lama app nya makin kacau, konsul banyak kendala, order obat lama prosesnya, app nya udah benar2 gak berfungsi dengan baik",Makin lama app nya makin kacau konsul banyak kendala order obat lama prosesnya app nya udah benar gak berfungsi dengan baik,makin lama app nya makin kacau konsul banyak kendala order obat lama prosesnya app nya udah benar gak berfungsi dengan baik,makin lama app ya makin kacau konsultasi banyak kendala order obat lama prosesnya app ya sudah benar tidak berfungsi dengan baik,"['makin', 'lama', 'app', 'ya', 'makin', 'kacau', 'konsultasi', 'banyak', 'kendala', 'order', 'obat', 'lama', 'prosesnya', 'app', 'ya', 'sudah', 'benar', 'tidak', 'berfungsi', 'dengan', 'baik']","['app', 'ya', 'kacau', 'konsultasi', 'kendala', 'order', 'obat', 'prosesnya', 'app', 'ya', 'berfungsi']",app ya kacau konsultasi kendala order obat proses app ya fungsi
5,"Sangat membantu, konsultasi pribadi privasi terjaga, saran dan resep yang diberikan sangat mudah difahami dan di mengerti",Sangat membantu konsultasi pribadi privasi terjaga saran dan resep yang diberikan sangat mudah difahami dan di mengerti,sangat membantu konsultasi pribadi privasi terjaga saran dan resep yang diberikan sangat mudah difahami dan di mengerti,sangat membantu konsultasi pribadi privasi terjaga saran dan resep yang diberikan sangat mudah difahami dan di mengerti,"['sangat', 'membantu', 'konsultasi', 'pribadi', 'privasi', 'terjaga', 'saran', 'dan', 'resep', 'yang', 'diberikan', 'sangat', 'mudah', 'difahami', 'dan', 'di', 'mengerti']","['membantu', 'konsultasi', 'pribadi', 'privasi', 'terjaga', 'saran', 'resep', 'mudah', 'difahami', 'mengerti']",bantu konsultasi pribadi privasi jaga saran resep mudah difahami erti
5,Murahhhh oke juga,Murahhhh oke juga,murahhhh oke juga,murahhhh oke juga,"['murahhhh', 'oke', 'juga']","['murahhhh', 'oke']",murahhhh oke
5,Bagus poull,Bagus poull,bagus poull,bagus poull,"['bagus', 'poull']","['bagus', 'poull']",bagus poull
5,Puas dengan konsul nya,Puas dengan konsul nya,puas dengan konsul nya,puas dengan konsultasi ya,"['puas', 'dengan', 'konsultasi', 'ya']","['puas', 'konsultasi', 'ya']",puas konsultasi ya
5,sangat membantu di saat tidak bisa ke mana²,sangat membantu di saat tidak bisa ke mana,sangat membantu di saat tidak bisa ke mana,sangat membantu di saat tidak bisa ke mana,"['sangat', 'membantu', 'di', 'saat', 'tidak', 'bisa', 'ke', 'mana']",['membantu'],bantu
5,terimakasih dok,terimakasih dok,terimakasih dok,terimakasih dok,"['terimakasih', 'dok']","['terimakasih', 'dok']",terimakasih dok
5,Lebih simpel bisa berobat tanpa harus antri,Lebih simpel bisa berobat tanpa harus antri,lebih simpel bisa berobat tanpa harus antri,lebih simpel bisa berobat tanpa harus antri,"['lebih', 'simpel', 'bisa', 'berobat', 'tanpa', 'harus', 'antri']","['simpel', 'berobat', 'antri']",simpel obat antri
5,Bagus sekali apknya,Bagus sekali apknya,bagus sekali apknya,bagus sekali apknya,"['bagus', 'sekali', 'apknya']","['bagus', 'apknya']",bagus apknya
5,Sangat membantu saat perlu obat dll dlm kondisi segera,Sangat membantu saat perlu obat dll dlm kondisi segera,sangat membantu saat perlu obat dll dlm kondisi segera,sangat membantu saat perlu obat dll dalam kondisi segera,"['sangat', 'membantu', 'saat', 'perlu', 'obat', 'dll', 'dalam', 'kondisi', 'segera']","['membantu', 'obat', 'dll', 'kondisi']",bantu obat dll kondisi
5,"dengan adanya aplikasi ini, sangat membantu.",dengan adanya aplikasi ini sangat membantu,dengan adanya aplikasi ini sangat membantu,dengan adanya aplikasi ini sangat membantu,"['dengan', 'adanya', 'aplikasi', 'ini', 'sangat', 'membantu']","['aplikasi', 'membantu']",aplikasi bantu
5,Sangat membantu jika belum sempat berobat ke rumah sakit,Sangat membantu jika belum sempat berobat ke rumah sakit,sangat membantu jika belum sempat berobat ke rumah sakit,sangat membantu jika belum sempat berobat ke rumah sakit,"['sangat', 'membantu', 'jika', 'belum', 'sempat', 'berobat', 'ke', 'rumah', 'sakit']","['membantu', 'berobat', 'rumah', 'sakit']",bantu obat rumah sakit
5,"Dokternya sangat ramah dan detail,sampai Binggung mau tanya apa lagi, sampai waktu tersisa banyak",Dokternya sangat ramah dan detailsampai Binggung mau tanya apa lagi sampai waktu tersisa banyak,dokternya sangat ramah dan detailsampai binggung mau tanya apa lagi sampai waktu tersisa banyak,dokternya sangat ramah dan detailsampai binggung mau tanya apa lagi sampai waktu tersisa banyak,"['dokternya', 'sangat', 'ramah', 'dan', 'detailsampai', 'binggung', 'mau', 'tanya', 'apa', 'lagi', 'sampai', 'waktu', 'tersisa', 'banyak']","['dokternya', 'ramah', 'detailsampai', 'binggung', 'tersisa']",dokter ramah detailsampai binggung sisa
4,"Sangat membantu sekali ,,dan praktis juga ,,semoga cocok ya ,, Terima kasih Dr. Mimin Oktaviana Sp.D.V.E",Sangat membantu sekali dan praktis juga semoga cocok ya  Terima kasih Dr Mimin Oktaviana SpDVE,sangat membantu sekali dan praktis juga semoga cocok ya  terima kasih dr mimin oktaviana spdve,sangat membantu sekali dan praktis juga semoga cocok ya terima kasih dari admin oktaviana spdve,"['sangat', 'membantu', 'sekali', 'dan', 'praktis', 'juga', 'semoga', 'cocok', 'ya', 'terima', 'kasih', 'dari', 'admin', 'oktaviana', 'spdve']","['membantu', 'praktis', 'semoga', 'cocok', 'ya', 'terima', 'kasih', 'admin', 'oktaviana', 'spdve']",bantu praktis moga cocok ya terima kasih admin oktaviana spdve
5,"Aplikasi halodoc sangat memuaskan,dan fitur gratis untuk konsulltaasi sangat membantu👍",Aplikasi halodoc sangat memuaskandan fitur gratis untuk konsulltaasi sangat membantu,aplikasi halodoc sangat memuaskandan fitur gratis untuk konsulltaasi sangat membantu,aplikasi halodoc sangat memuaskandan fitur gratis untuk konsulltaasi sangat membantu,"['aplikasi', 'halodoc', 'sangat', 'memuaskandan', 'fitur', 'gratis', 'untuk', 'konsulltaasi', 'sangat', 'membantu']","['aplikasi', 'halodoc', 'memuaskandan', 'fitur', 'gratis', 'konsulltaasi', 'membantu']",aplikasi halodoc memuaskandan fitur gratis konsulltaasi bantu
5,"Amazing, sangat sangat membantu untuk sakit dirumah",Amazing sangat sangat membantu untuk sakit dirumah,amazing sangat sangat membantu untuk sakit dirumah,amazing sangat sangat membantu untuk sakit dirumah,"['amazing', 'sangat', 'sangat', 'membantu', 'untuk', 'sakit', 'dirumah']","['amazing', 'membantu', 'sakit', 'dirumah']",amazing bantu sakit rumah
5,"menolong disaat darurat, mohon untuk lebih meningkatkan sistem pelayanan. terimakasih",menolong disaat darurat mohon untuk lebih meningkatkan sistem pelayanan terimakasih,menolong disaat darurat mohon untuk lebih meningkatkan sistem pelayanan terimakasih,menolong disaat darurat mohon untuk lebih meningkatkan sistem pelayanan terimakasih,"['menolong', 'disaat', 'darurat', 'mohon', 'untuk', 'lebih', 'meningkatkan', 'sistem', 'pelayanan', 'terimakasih']","['menolong', 'disaat', 'darurat', 'mohon', 'meningkatkan', 'sistem', 'pelayanan', 'terimakasih']",tolong saat darurat mohon tingkat sistem layan terimakasih
5,"dokternya ramah, dan menjelaskan secara detail terima kasih",dokternya ramah dan menjelaskan secara detail terima kasih,dokternya ramah dan menjelaskan secara detail terima kasih,dokternya ramah dan menjelaskan secara detail terima kasih,"['dokternya', 'ramah', 'dan', 'menjelaskan', 'secara', 'detail', 'terima', 'kasih']","['dokternya', 'ramah', 'detail', 'terima', 'kasih']",dokter ramah detail terima kasih
