Rating,steming_data,Score,Sentiment
5,kirim cepat mesan mudah,1,Positif
1,gratis gratis,2,Positif
5,keren dokter ya,1,Positif
5,praktis,1,Positif
5,baikkkk,0,Netral
5,sesuai cepat,1,Positif
5,bantu trx terimakasih ya,2,Positif
5,cepat sigap,0,Netral
5,kereeennnmn,0,Netral
5,bantu mudah konsultasi dokter,1,Positif
5,bantu bingung konsultasi online,1,Positif
3,aplikasi bagus sop chat dokter batas menit alami menit menit dokter online chat ceklis menit,-1,Negatif
5,aplikasi bantu,-1,Negatif
5,andal halodoc kbutuhan sehat dokter terprcaya sukses,1,Positif
5,okeee jos,0,Netral
5,bantu jam now,0,Netral
5,bantu cari apotik area temu obat ya,0,Netral
5,pokoknyaa halodoc aplikasi mudah terpercayaa,-1,Negatif
5,dokter jelas dokter ya bagus paham,1,Positif
5,bantu konsultasi saat sibuk,1,Positif
1,kecewa halodoc vaksinasi tahap driver thru gojek tanggal juni janji lwat aplikasi inisudah bwat janji selang detik janji batal xsalah initrus chat engine sambung sesuai perintah ulang pertanyaanapk ya pintar mesti bayak improvement servernyasdmjgn asalasalan aplikasiditambah kersama gojek aplikasi hubung lwat wa,-3,Negatif
5,consult dokter kulit alhamdulillah dokter ya komunikatif terimakasih,3,Positif
5,fiturnya lengkap bingung dokter dokter fast respon,1,Positif
5,bantu pergi dokter,0,Netral
5,this health app is very important and very good and helps me,1,Positif
5,alhamdulillah bantu kondisi darurat,1,Positif
5,konsutasi ya cepat nyaman,2,Positif
5,jam wib dokter ready nyaman konsultasi via online,3,Positif
5,thanks halodoc cepat tanggap n cepat kirim,3,Positif
5,bagus layan terimakasih,1,Positif
5,bantu tinggal panik terimakasi,-1,Negatif
1,dokter sakit dalam respon ya kayak aplikasi belah,-1,Negatif
5,cocok resep dokter ya,2,Positif
5,suka banget aplikasi nya gratis responya gampang dipahamii fast respon banget asih saran skincare bagus sesuai kondisi kulit suka banget top,6,Positif
5,bantu efisiendokter ya ramah mantap,2,Positif
2,halo doc bantu konsultasi sehat,2,Positif
5,cepat n,0,Netral
5,solusi tolong,1,Positif
5,bantu masalah kulit,-1,Negatif
1,alam buruk dokter kompeten,-1,Negatif
5,bantu rumah sakit konsultasi dokter,1,Positif
5,terima kasih dokter,1,Positif
5,layan cepat bgtmksh,0,Netral
2,dokter slow respon keburu habis,1,Positif
5,bantu pasien butuh konsultasi kerja,1,Positif
4,konsultasi dokter cepat sayang kirim molor shipper keburu kambuh alergi estimasi kali estimasi obat loh jadwal ulang konsultasi ya akibat lambat obat,0,Netral
5,aplikasi mudah cepat gampang,-1,Negatif
5,mudah datamg klinik langsung tq,2,Positif
5,suka product appsnya hehe,0,Netral
1,status kirim kirim lacak paket ya antar eh status konfirmasi,5,Positif
5,aplikasi andal body fit terima kasih halodoc,1,Positif
3,bagus dokter bagus bagus,0,Netral
5,balas chatnya fastrespon obat dtang,-1,Negatif
5,muas,1,Positif
5,mudah konsultasi dokter,1,Positif
5,alhamdulillah layan halodoc muas proses konsultasi dokter jalan lancar cepat dokter dokter ya profesional responsif maasyaaallah baarakallahu fiikum dokter,5,Positif
5,konsultasi halodoc pakai asuransi hemat rs malas ngantrinya,0,Netral
5,aplikasi inidokternya ramah moga cocok resep,1,Positif
2,aplikasi bingung cht nya,-1,Negatif
5,dokter ramah respon cepat,1,Positif
5,yesoke,0,Netral
5,aplikasi halodoc bantu daerah pencil alhamdulillah konsultasi dokter hebat dokter spesialis anak obgyn,1,Positif
5,cepat akurat fast respon dokter online ya,2,Positif
5,jerawat selesai,-1,Negatif
4,cepat,0,Netral
5,sedia opsi hapus riwayat konsultasi biar dokter cocok tinggal konsultasi ulang saran orang riwayat dokter cocok hapus riwayat,1,Positif
5,ramah fastrespon,0,Netral
5,bantu balas chet ya iya,1,Positif
1,jelaspesen obat via halodoc bangetsampai,-1,Negatif
5,bantu konsultasi sehat saat desak,1,Positif
5,alhamdulillah cari klinik dokter rumah,1,Positif
5,suka banget konsultasi bantu,2,Positif
5,layan bagus cepat,0,Netral
5,tingkat layan wajib,0,Netral
5,respon dokter cepat langsung resep digital langsung tebus,4,Positif
5,okkk,0,Netral
5,bantu tolong,0,Netral
5,respon cepat,1,Positif
5,puas banget,2,Positif
5,mantap jiwa sat set,1,Positif
5,tolong kala khawatir kondisi anabul,0,Netral
5,mantappppppp,0,Netral
5,bagus guna obat,0,Netral
5,dokter lugas aktif,1,Positif
5,tele,0,Netral
5,mudah,0,Netral
5,cepat kaya kilat,0,Netral
5,mmemuaskan,0,Netral
5,akurat jelas dokter ya,1,Positif
5,aplikasi bantu chat dokter responnya cepat dokter ya ramah,1,Positif
5,mantap aplikasi bagus manfaat bantu tolong orang insyallah berkah,2,Positif
5,bantu terimakasih halodoc sukses,2,Positif
5,senang konsultasi rumah,2,Positif
1,apotik tutuo tapj arah beli dana jyga banget balik,1,Positif
4,aman sih dokter pengin tau rekomendasi dokter obgyn ya,0,Netral
5,mudah akses,1,Positif
5,bantu dokter,0,Netral
5,bantu layan halodoc rumah,1,Positif
5,bantu cari obat cepat oleh mantap,-1,Negatif
5,guna,1,Positif
1,kecewa aplikasi pesan obat tanggl kira sampai tanggal juli tanggal obat byampe tunggu pasien tinggal dunia,-5,Negatif
5,nyaman,1,Positif
5,mmbntu,0,Netral
5,terimakasih jelas,1,Positif
3,merauke beli obat antibiotik pakai resep digital kasi obat mohon solusi,-1,Negatif
4,bantu banget geraktapii dokter slow respon bejalanjadi rada rugi dikit,1,Positif
1,aplikasi bayar biaya konsultasi saldo kirim halodoc chat dokter alas dokter sibuk saldo kembali payahhh negara negara korup,3,Positif
5,bantu desak butuh konsultasi dokter butuh obat,-2,Negatif
5,layan cepat akurat,0,Netral
5,layan dokter karlina sngat ramah,0,Netral
1,kecewa banget metode bayar tolong ada metode virtual account va kayak serah lapis pakai topup terima layan susah banget,-1,Negatif
5,bantu banget pas malam saat klinik tutup bantu eh konsultasi cepat aplikasi,0,Netral
5,batu,0,Netral
5,kirim cepatdriver ramahterimakasih,1,Positif
5,mudah,0,Netral
5,solusi daerah dokter hewan,1,Positif
5,bantu obat cocok,-1,Negatif
5,dokter dokter ya informatif banget alam,2,Positif
5,mudah kondisi sakit darurat konsultasi dokter spesialis rumah terima kasih,3,Positif
5,bagus dokrernya,0,Netral
4,penjelasab mudah erti dokter ramah,0,Netral
1,app eror foto chat,1,Positif
5,bantu butuh konsultasi urgent thanks,1,Positif
1,jelek,-1,Negatif
5,aplikasi topppp,-1,Negatif
5,mantap jiwa percaya,2,Positif
5,aplikasi bagus cocok konsultasi keluh sakit,-1,Negatif
5,fast respon dokter ramah,1,Positif
5,bantu hehehe trimakasih tum halodoc,1,Positif
5,cepat tanggap obat bagus,0,Netral
5,sehat,0,Netral
5,fast respon,1,Positif
5,lumayan bantu butuh obat rumah,-1,Negatif
5,senang banget respon dokter cepat,2,Positif
5,bantu,0,Netral
5,hamil rutin cek aplikasi halodoc situ kalender hamil senang banget tau info barusan coba konsultasi dokter spesialis obgyn alhamdulullah asa lega worth banget sih thanks halodoc,-1,Negatif
1,bayar konsultasi eehh suruh bayar pas konsultasi dokter sibuk sih halodoc buang buang uang ganti rugi,-1,Negatif
5,muas rekomendasisaran dokter indonesiaterimalsih,1,Positif
5,responnya cepat,0,Netral
5,bagus mudah,0,Netral
5,bantu konsultas langsung rumah nice,3,Positif
5,ok banget saat sakit rumah konsultasi,3,Positif
5,bantu banget banget,2,Positif
1,kali pasang aplikasi bikin hp hang restart menganggu,0,Netral
1,buruk chat balas konsultasi habis parah,0,Netral
5,terimakasih halodoc bantu konsultasi sehat dokter hebat bantu terimakasih,3,Positif
5,good cepat mudah lengkap,1,Positif
1,buang uang respon dokter konsultasi menit kapai habis,1,Positif
5,mudah konsultasi aplikasi dokter ramahkereenn,0,Netral
5,bingung tebus resp,0,Netral
5,bantu aplikasi,-1,Negatif
5,bantu butuh dokter malam libur,-1,Negatif
5,syukur banget ketemu nih aplikasi konsultasi dokter spesialis spkk harga jangkau berkat nih aplikasi jerawat baik hehehe jelas chat dokter jelasss usaha dengar pasien luv yuuuu,6,Positif
4,respon ya cepat selesai,2,Positif
5,nice service,1,Positif
5,bantu cepat banget dokter balas,1,Positif
1,kecewa aplikasi cerita ambil konsultasi dokter spesalis sakit nama drdrsppd chat konsultasi telpon telpon angkat menit konsultasi habis sia sia bayar chat balas layan kecewa profesional,1,Positif
5,rutin konsultasi ret alhamdulillah pelanpelan baik keluh,2,Positif
5,oke lahsolusi cepat ngatasi bingung panik dsa recomen bayu best sih,-1,Negatif
5,mantap mudah sembuh,2,Positif
5,konsultasi halo dok puasssss,3,Positif
2,beli obat bagi kirim iya sih apotek obat bodrex panadol obat pasar resep dokter tolong baik cari untung mahal ongkirnya harga obat pindah aplikasi terima kasih,-1,Negatif
1,kirim keluh serta foto dukung dokter centang dokter terima kait keluh habis informasi batas aplikasi eror terima pesan dokter hasil periksa akurat,3,Positif
5,bagus puas,1,Positif
5,bantu layan sehat optimal mana thanks,1,Positif
5,alhamdulillah dokter spesialis online,2,Positif
5,layan bantu,0,Netral
4,manfaat antri klinik,1,Positif
1,banget layan halodoc beli obat halodoc estimasi kirim tanggal juli kirim kirim ujung batal sih duit tolong ya tim halodoc moga baik trauma beli obat deh wkwkwk,1,Positif
5,very helpfull thankyou halodoc,0,Netral
5,bantu banget,1,Positif
5,puas banget dokter ramah gercep balas chat ya mksi dokter sehat slu ya dok,6,Positif
5,baik dokter ya ramah obat ya ter rekomendasi,1,Positif
5,mantappppp,0,Netral
5,konsultasi cepat saat obat,0,Netral
1,kecewa banget konsultasi apaapa dokter chat menit komplain cs ya bantu aplikasi bobrok ngambil uang doang,2,Positif
5,bantu konsultasi,1,Positif
5,alhamdulillah tolong banget sih saat malam dokter buka halodoc,1,Positif
5,konsultasi raja tina sapa kakak muka penuh bekas jerawat alhamdulillah baik kali konsultasi beliau jelas super,2,Positif
5,puas konsultasi,2,Positif
1,posting id card sumber mesan jasa instal aplikasi,0,Netral
5,mantap,1,Positif
4,bantu kaum malas klinikke rs moga resep cocok terima kasih,2,Positif
5,bantu emergency,0,Netral
5,user friendly,0,Netral
5,mudah paham,0,Netral
1,kau tau payment apk logouymt uang hilang chat dokter wkwkwk najer,1,Positif
5,andal situasi genting,0,Netral
5,instal hallodocsangat bantu kesehatanyg kendala faskes mending install halodoc ajhaa teman,0,Netral
5,manayap,0,Netral
3,pgiriman ongkir mahal,1,Positif
5,konsultasi baik,1,Positif
5,bantu konsultasi tinggal daerah,1,Positif
5,ok moga hasil bagus,3,Positif
5,bantu konsultasi santai,2,Positif
5,membanty,0,Netral
1,calim obat tercover,-1,Negatif
5,dokter ya sabar,2,Positif
5,respon dokter cepat mudah erti,1,Positif
5,aplikasi bantu sekalimakasih halodoc,-1,Negatif
5,aplikasi manfaat hidup mudah,0,Netral
5,muas,1,Positif
5,bantu aplikasi respon cepat,0,Netral
5,bantu,0,Netral
5,dokter ramah jelas mudah erti,0,Netral
5,bantu mudah cepat konsultasi haloddoc,1,Positif
5,layan bagus,0,Netral
5,good,1,Positif
5,mudah konsultasi pakai bpjs bagus,1,Positif
5,bantu rumah sakit,0,Netral
5,oke anak rantau zomblo plus sodara antar obat halodoc,0,Netral
5,solusi sakit,0,Netral
5,good cepat,1,Positif
5,bantu saat kondisi darurat butuh konsultasi pantau rumah terimakasih halodoc,3,Positif
5,layan jam,0,Netral
5,aplikasi bagus,-1,Negatif
5,dokter fast respon kooperatif,1,Positif
5,guna sehat,1,Positif
5,sangatt,0,Netral
5,terimakasih halodoc,1,Positif
5,layan cepat konsultasi jalan,1,Positif
5,good,1,Positif
5,respon dokter cepat,1,Positif
5,bantu aplikasi mudah,-1,Negatif
5,dokernya obat ya kasih harga,1,Positif
5,bantu sakit gejala ringan,-1,Negatif
1,tolong tambah bayar aplikasi shopeepay kasih bintang,0,Netral
4,keren,0,Netral
5,layan chat dokter dokter teliti layan ramah,1,Positif
1,bagus,0,Netral
3,biaya kirim mahal jarak,2,Positif
5,good app for your healt,1,Positif
5,aplikasi bantu saat malas antri,-2,Negatif
5,dowloand aplikasi halo doc bantu dokter respon cepat bantu terima kasih,2,Positif
5,bantu mudah saat pergi klinik,0,Netral
5,pesan obat denpasar apotek mamuju smpainya mantap halodoc,0,Netral
5,murah banding rumah sakit konsultasi dokter spesialis,2,Positif
5,dokter arif baik,1,Positif
1,pesan kali batal waras nih aplikasi,-2,Negatif
1,suka psikolog banget,1,Positif
4,opsi optik,0,Netral
5,dokter ramah,0,Netral
5,aplikasi bagus banget chat dokter spesialis harga jangkau saran metode bayar tambah,3,Positif
5,bantu respon cepat,1,Positif
5,bantu n fast respon,1,Positif
5,terimakasih jelas dokter,1,Positif
5,jelas detail,1,Positif
5,bagusssssssss banget,1,Positif
1,aplikasi tolol,-2,Negatif
5,layan muas,1,Positif
5,pakai hehhe,0,Netral
5,komsultasipelayanan kirim cepat an,1,Positif
5,okey banget guna,2,Positif
3,aplikasi eror yahudah janji bayar tbtb aplikasi selesai tbtb batal aplikasi ya update,-4,Negatif
5,halodoc bantu banget rantau orang tua keluarga terimakasih budiyanto mars,1,Positif
5,alhamdulillah halodoc beli obat larut malam,-1,Negatif
5,ret responnya cepat,0,Netral
1,dokter respon buang buang uang doang,-1,Negatif
1,download niat chat dokter transaksi laku setatus doker online bayar hasil chat alas dokter sibuk cari dokter kecewa bngetttttttttt,3,Positif
5,layan memuaskantrimaksih,0,Netral
5,layan ramah infomatif,0,Netral
3,bantu cuman diagnosis dokter terburuburu analisia mendetil sakit langsung simpul gara usia dasar rekam medis kompetitor aldokter fatal resep obat dosis gejala pengaruh aktifitas menang overdosis obat,-2,Negatif
5,mudah guna obat cepat sampai terima kasih halodoc,1,Positif
5,sih bantu banget banget banget,3,Positif
5,mantab fast respon,1,Positif
5,halodoc bantu konsultasi dokter sesuai bidang tangan cepat,3,Positif
5,aplikasi bagus butuh obat,-3,Negatif
5,dokter ramah cantik,0,Netral
1,bayar pas konsultasi dokter sibuk pas sibuk masuk suruh bayar bantu,1,Positif
5,aplikasi ya mudah dokter ya ok,2,Positif
1,kecewa banget halodoc beli obat urgent batal dana ya kembaliparah,1,Positif
5,corry the best,0,Netral
5,respone dokter cepat ramah antar obat cepat terimakasih halodoc,0,Netral
4,konsultasi sehat mudah,1,Positif
5,naise,0,Netral
5,ribet konsultasi ketemu dokter,1,Positif
1,komunikasi chat online slow respon jalan apapa kecuali rugi bayar konsultasi online,3,Positif
5,bantu kala darurat,0,Netral
5,simple saat kuat bediri dokter halodoc,1,Positif
4,terimakasih bantu,1,Positif
5,apk rekomendasi orgtua keluarga rumah sakitpuskesmas guna aplikasi mudah erti fast respon konsultasi dokter terimakasih halodoc,4,Positif
5,respon cepat ramah,1,Positif
5,bagus bantu,0,Netral
5,terimakasiii,0,Netral
5,layan mantap,1,Positif
5,manfaat bantu,1,Positif
5,bantu dokter sigap membls chat,1,Positif
5,solusi praktis bantu,2,Positif
2,lot kuota full hp penuh aplikasi tunggu banget,-2,Negatif
4,ya sambung pakai gojek grab ya biar pantau detail driver hubung,3,Positif
4,kali konsultasi kit wajah jerawat kasih resep coba malam moga maju hasil bagus kulit amin thx halodoc,2,Positif
5,kerennnnnn,0,Netral
5,dokter ya cepat respon,2,Positif
1,kasih konsultasi telat chat dokter konsul sia sia duit gue duit minjem teman sumpah sakit hati banget,-1,Negatif
5,konsultasi dokter ramah,1,Positif
5,bantu,0,Netral
5,bantu saat sibuk,0,Netral
1,mohon update sistem ya banyak mitra apotek ya pesan obat ventolin urgent alamat lampung kirim ya tangsel anjur guna pulau jawa,3,Positif
5,lumayan malas dokter,-1,Negatif
5,alhamdulillah tabarokallah bantu terima kasih halodoc,2,Positif
5,aplikasi bantu,-1,Negatif
5,bantu beli obatcek kesehatankonsultasi sehat nyabuat malas rumah,0,Netral
5,bagus dokter ya ramah dokter,1,Positif
5,alhamdulillah batu,1,Positif
5,pakai halodok bagus pilih kirim teledor pilih leguler tau kirim orang sakit tunggu hari tolong ya tindak pilih gamungkin orang sakit tunggu hubung halodoc dokter langsung,-4,Negatif
5,bantul mantap,1,Positif
5,dokter ramah jelas paham,0,Netral
5,tenaga medis profesional,1,Positif
4,maaf guna halodoc chat dokter pilih foto dokter nama bayar bayar doang chat,3,Positif
5,bantu konseling jarak rumah tangga,1,Positif
5,layan,0,Netral
5,nice terima kasih halodoc,2,Positif
5,bantu,0,Netral
5,dokter super ramahh,0,Netral
5,dokter gercep ramah,0,Netral
5,bantu bangetttterima kasih halodoc,0,Netral
5,dokter ya ramah respon ya cepat,3,Positif
5,sangaat bantu banget sakit malam darimana konsultasi info obat tangan urgensi covid kemarin andal telekonsul halo doc konsultasi keluarga dirisaya sakit,0,Netral
5,good,1,Positif
1,pop up maksa ya tolong diilangin,1,Positif
5,layan ok,1,Positif
5,cepat,0,Netral
5,dokter ramah,0,Netral
5,aplikasi bantu bangetdokternya cepat tanggapok pokokny,-1,Negatif
5,halodoc bantu konsultasi dokter mana pesan obat mudah terimakasih halodoc,1,Positif
5,jelas dokter mudah erti,0,Netral
4,ngerating,0,Netral
5,good job banyak vouchernya ya,2,Positif
5,bantu irt rumah kota,0,Netral
5,cukupp,0,Netral
5,alhamdulillahpengirimannya cepat,0,Netral
1,app tipu tunggu firal tiktok kali ya benar pelayananya bayar biaya chat serapa sih harap konsultasi dokter byr bayar dokter hilang muncul sibuk chat byr kaya niat banget ya,6,Positif
5,enak ya konsultasi dokter ya ramah,3,Positif
5,dokter alam,0,Netral
5,bantu saat darurat,0,Netral
5,oke banget dokter bagus,2,Positif
1,buruk konsultasi online resep online aju pas obat bayar terang barang antar besok terang barang antar jam mesan,0,Netral
1,aplikasi sambungin asuransi bayar pakai gopay kecewa,-1,Negatif
4,sayang bayar dana potong konsultasi,1,Positif
1,download,0,Netral
5,dokter,0,Netral
5,mantap mudah beli obat kesana kemaripesan jam obat datangmakasih halodoc,-1,Negatif
5,good layan muas dokter ramah,2,Positif
5,bantu terbaiikk,0,Netral
5,terimakasihsangatbermanfaat,0,Netral
5,layan cepat,0,Netral
5,respon cepatmudah kirim obat instant,1,Positif
2,konsultasi chat gratis bayar mahal,4,Positif
5,beli obat mudah terima kasih halodoc,0,Netral
5,besttt,0,Netral
5,suka aplikasi bantu respon dokter,0,Netral
5,mahal konsultasi dokter,2,Positif
5,guna saat urgentsi,1,Positif
5,terima kasih halodoc drcorry aplikasi manfaat sehat keluarga tinggal daerah desa bantul yogyakarta terima kasih dokter,2,Positif
5,repot beli obat,-2,Negatif
5,docter banget,1,Positif
5,wilayah ri layan the best moga apilkasi berkah sukses,3,Positif
5,terang puas chat dokter,2,Positif
5,bagus puas,1,Positif
5,membantutudak rumah dokter,1,Positif
5,bagus puas,1,Positif
1,app ya kacau konsultasi kendala order obat proses app ya fungsi,3,Positif
5,bantu konsultasi pribadi privasi jaga saran resep mudah difahami erti,2,Positif
5,murahhhh oke,1,Positif
5,bagus poull,0,Netral
5,puas konsultasi ya,3,Positif
5,bantu,0,Netral
5,terimakasih dok,2,Positif
5,simpel obat antri,0,Netral
5,bagus apknya,0,Netral
5,bantu obat dll kondisi,-1,Negatif
5,aplikasi bantu,-1,Negatif
5,bantu obat rumah sakit,-1,Negatif
5,dokter ramah detailsampai binggung sisa,-1,Negatif
4,bantu praktis moga cocok ya terima kasih admin oktaviana spdve,4,Positif
5,aplikasi halodoc memuaskandan fitur gratis konsulltaasi bantu,0,Netral
5,amazing bantu sakit rumah,0,Netral
5,tolong saat darurat mohon tingkat sistem layan terimakasih,1,Positif
5,dokter ramah detail terima kasih,2,Positif
5,dokter budiyanto mars responsif suka konsultasi beliau terimakasih hallodoc,2,Positif
5,layan mudah cepat,0,Netral
4,kali konsultasi malam dokter perluin dokter ramah alam overall okee sih,0,Netral
5,dokter membantuuu,0,Netral
5,bagus,0,Netral
5,halodoc tolong butuh obat an keluarga dokter hubung responsive terimakasih halodoc terimakasih medicillin halodoc,0,Netral
5,bantu dokter ramah,0,Netral
5,komunikatif detail,1,Positif
5,doctor ya friendly fast respond,1,Positif
5,apk bantu perihal konsultasi dll,1,Positif
5,dokter profesional ramah bantu,0,Netral
5,muas jasa moga sakit gerah sembuh,2,Positif
5,mantulllll,0,Netral
5,mantab,0,Netral
5,udg tf bilang dokter sibuk,0,Netral
5,teman hidup sehat,0,Netral
5,bantu saat dokter kulit daerah,0,Netral
5,konsultasi singkat padat puasdiberi resep repot temu langsung dokterpraktishemat biayaterima kasih dokter,2,Positif
3,konsultasi dokter kulit kayak dluu vocher ya pasuk vocher doang harga drastis suka banget,3,Positif
5,bantu,0,Netral
5,terima kasih halodoc kali konsultasi halodoc batu,2,Positif
5,alhamdulillah bantu aplikasi sehat tubuh mental,-1,Negatif
5,tahan tingkat,1,Positif
5,bantu kondisi badan fit pesan online,0,Netral
5,guna mantap cepat respon nyamemuaskan ya,4,Positif
3,respon ya konsultasi menit puas bayar titik terang,3,Positif
5,bantu drpa antri rs mending downloads halodoc langsung konsultasi,2,Positif
1,pilih alamat kirim maps lokasi akurat baik,0,Netral
5,mantap cepat oke is the best,2,Positif
5,bantu urgent,0,Netral
5,ramah cepat respon moga langgan,3,Positif
5,senang konsultasi doker terimasih jelas ya dok,3,Positif
5,aman jaya repot rumah kondisi fit konsultasi via online,3,Positif
5,beli obat mudah,-1,Negatif
4,aplikasi mudah kaum rebah sih malas rumah konsultasi hidup,0,Netral
5,halodoc byr,0,Netral
5,bantu sakit kota konsultasi dokter pilih konsultasi,-1,Negatif
5,bantu,0,Netral
2,kecewa dokter halodoc sih klop,0,Netral
5,dokter respon cepat terimakasih,2,Positif
5,merespon cepat,1,Positif
5,layan cepat barang kisar jam pesan free konsultasi resep dokter bantu banget,4,Positif
5,bantu cemas sehat obat,-2,Negatif
5,mantap dokter fast respon,2,Positif
5,konsultasi halodoc suka bangwtt,1,Positif
5,mudah dokter ramah,0,Netral
1,sakit obat kirim tau pemberitahuan kirim payment reguler sampai orang sakit ya butuh obat iya tunggu obat,-5,Negatif
5,trimakasih halodoc bantu,1,Positif
5,ok,1,Positif
5,bantu dokter appnya,0,Netral
5,cepat konsul kirimanan obat,-1,Negatif
5,bantu konsultasi jerawat baik,0,Netral
5,terimakasih halodoc konsultasi dokter fast response biaya jangkau ya,3,Positif
5,bantu banget simple,2,Positif
1,pesan,0,Netral
5,aplikasi bantu jerawat konsultasi langsung kasih rekomendasi skincare resep obat,0,Netral
5,manfaat aleng leng,1,Positif
1,konsultasi dokter gila selesai bicara langsung akhirin nama ya kevin jaya si cocok dokter kuli pasir komunikasi ya tau,4,Positif
5,layan ya dokter ramah jelas ya mudah erti,2,Positif
5,dokter frida sih banget kali konsultasi,2,Positif
1,kecewa irma permamasari gani spkj beliau keluh beliau balastiba selesai bayar cari solusi bu tau keluh,0,Netral
5,andal,0,Netral
5,konsulkurasa cocok konsultasi,1,Positif
5,terimakasih aplikasi bantu rekomendasi aplikasi teman saudara sayaemang bagus,-1,Negatif
5,dokter cepat merespon komunikatif solusi good job,3,Positif
5,drnya ramah fast repon,0,Netral
5,good good,2,Positif
5,awalny kcewatapi pennanganany cepatbagus,0,Netral
4,aplikasi ya maksimal pasu foto vidio moga depan baik,3,Positif
5,responya banget,1,Positif
5,terang dokter bantu tq,1,Positif
5,order sih puasss barang cepat,0,Netral
5,bakk,0,Netral
5,suka halo doc beli obat,0,Netral
5,coba konsultasi psikolog ya responsif murah apk biru,2,Positif
5,bantu konsultasi dokter,1,Positif
5,konsultasi enak tunggu,1,Positif
5,amazing,0,Netral
5,dokter responsif,0,Netral
5,terimakasih dok,2,Positif
5,bantu,0,Netral
5,bantu saat weekend malam mana dokter spesialis apotek tutup,-1,Negatif
5,bagus,0,Netral
4,awesomesangat bantu,0,Netral
1,riwayat transaksi konsultasi hilang solusi respon lanjut kecewa layan ya coba hubung via chat pilih live chat staff cs ya,8,Positif
4,dokter cepat tanggap sayang pembayarn ribet apadahal via transfer midah ewalet debot kredit,0,Netral
5,bantu antri rs,0,Netral
1,gratis bayar,1,Positif
5,membant,0,Netral
2,kirim obat reguler,0,Netral
5,ecellebt,0,Netral
5,manfaat jalan super super macet simpel obat ringan,1,Positif
5,konsultasi laku rumit,0,Netral
5,membabtu,0,Netral
5,bagus banget,1,Positif
5,bagus dokter ku informatif,0,Netral
5,bantu,0,Netral
5,bagus guna banget,2,Positif
5,helpfull mager jalan dokter dokter informatif,-1,Negatif
5,bantu sakit capek antri dokter,-1,Negatif
5,aplikasi manfaat,0,Netral
5,puas tolong rate krim barang murah mahal,3,Positif
5,konsultasi tutup,0,Netral
4,membabtu,0,Netral
5,bagus banget dokter gercep cari prosentase chat ya ya,3,Positif
5,good manfaat,2,Positif
5,bagus banget,1,Positif
5,cepat ribet,-1,Negatif
1,mohon maaf kecewa aplikasi tunggu obat pesan barang recerver terima pesantelepon kurir kait barang sumpah sungguh kecewa dm instragram hubung email nelponn cs ya langsung tanggap ya mohon sabar sungguh kecewa obat ya perlu,6,Positif
1,butuh obat urgent pilih kirim jam bayar besok,-2,Negatif
5,bantu konsultasi dokter halo doc hasil nya cocok keluarga,3,Positif
2,apotek kerjasama obat kosong beli obat,-2,Negatif
5,paham jasa,1,Positif
5,mantap efesien,1,Positif
5,halodoc bantu praktis resep cocok alhamdulillah berkat hallodoc sehat,4,Positif
5,bantu butuh,-1,Negatif
5,mantap jos bantu,1,Positif
5,aplikasi jalan sakit,-2,Negatif
5,kali coba langsung hari konsumsi obat langsung baik,1,Positif
5,aplikasi bantu reaponsif,-1,Negatif
2,update versi baru crash hp lemooot versi lancar,-1,Negatif
5,bagus,0,Netral
5,respon cepatdokternya ramah,1,Positif
5,terimakasih aplikasi bantu banget dokter ramah tangan solusi sesuai,4,Positif
4,apotek ktdk jangkau,0,Netral
5,dokter cepat solusidan cepat balas chat konsultasi,2,Positif
5,mantap cepat tanggap dokter konsultasi nya,3,Positif
3,respon kendala tim apotik kait,1,Positif
1,kecewa bayar kondisi malam konsultasi notif dokter sibuk tangapn uang hilag,0,Netral
5,bantu konsultasi,1,Positif
4,sedabg sakit sulit cuti inisiatif periksa online aplikasi beberpa dokter sibuk ketemu dokter konsultasi syafakillah,-1,Negatif
2,heran aplikasinyasudah masuk nik no kakak guna penyalahgunaan data komitmen halo doc,0,Netral
5,aplikasi manfaat,0,Netral
1,aplikasi payah obat kagak kirim kirim alas,-1,Negatif
5,bantu kala dokter libur,1,Positif
5,beli obat kecewa tunggu tau batal sistem order ulang tunggu batal gilir status batal saldo,-5,Negatif
5,cepat dokter,0,Netral
5,alhamdulillah layan ya mantab malam stand by kondisi anak diaredan obat segra antar,-1,Negatif
4,mudah panjang sesi konsul langsung balas kece obat dll dll,1,Positif
5,mantab,0,Netral
4,bantu saat genting klinik,0,Netral
5,terimakasih halodoc moga jerawat sembuh,2,Positif
3,kirim pakai borzo beres mending pakai medisend gojek borzo bayar mahal halodoc borzo kena ribu ngirimnya enak dengkul,0,Netral
5,bantu tatap muka langsung dokter,2,Positif
1,dokter paham aplikasi like aneh dislike dokter rating sih dokter ubah tampil review jasa sih dokter biar coba baca review,0,Netral
5,konsultasi enak timbang alodokter janji offlineinformasi layan faskesbeli obat enak aplikasi alodokter,-1,Negatif
5,responsif mantap,1,Positif
5,muas,1,Positif
5,layan bagus resep obat manjur,0,Netral
5,dokter ya halo doc keren,2,Positif
5,bantu,0,Netral
5,respon dokter cepat,1,Positif
5,kirim emas ok,2,Positif
5,terima kasih halodocdi emergensisukses,1,Positif
5,bantu kurang khawatir anak sakit periksa dokterjd bertnya dokter online kurang khawatir pandang sakit alami anak,-7,Negatif
1,bayar konsultasi dokter offline balas kecewa,1,Positif
5,dokter cepat respon,1,Positif
